OBJECTID,FECHA,ID_BALIZA,Máximo,Promedio,MEDIA,MAXIMO
7696,2023/11/12 00:00:00+00,8,,,,0
7697,2023/11/12 00:00:00+00,9,,,,0
7698,2023/11/12 00:00:00+00,10,,,,0
7699,2023/11/12 00:00:00+00,11,,,,0
7700,2023/11/12 00:00:00+00,12,,,,0
7701,2023/11/12 00:00:00+00,13,,,,0
7702,2023/11/12 00:00:00+00,14,,,,0
7703,2023/11/13 00:00:00+00,1,,,,0
7704,2023/11/13 00:00:00+00,2,,,,0
7705,2023/11/13 00:00:00+00,3,,,,0
7706,2023/11/13 00:00:00+00,4,,,,0
7707,2023/11/13 00:00:00+00,5,,,,0
7708,2023/11/13 00:00:00+00,6,,,,0
7709,2023/11/13 00:00:00+00,7,,,,0
7710,2023/11/13 00:00:00+00,8,,,,0
7711,2023/11/13 00:00:00+00,9,,,,0
7712,2023/11/13 00:00:00+00,10,,,,0
7713,2023/11/13 00:00:00+00,11,,,,0
7714,2023/11/13 00:00:00+00,12,,,,0
7715,2023/11/13 00:00:00+00,13,,,,0
7716,2023/11/13 00:00:00+00,14,,,,0
7717,2023/11/14 00:00:00+00,1,,,,0
7718,2023/11/14 00:00:00+00,2,,,,0
7719,2023/11/14 00:00:00+00,3,,,,0
7720,2023/11/14 00:00:00+00,4,,,,0
7721,2023/11/14 00:00:00+00,5,,,,0
7722,2023/11/14 00:00:00+00,6,,,,0
7723,2023/11/14 00:00:00+00,7,,,,0
7724,2023/11/14 00:00:00+00,8,,,,0
7725,2023/11/14 00:00:00+00,9,,,,0
7726,2023/11/14 00:00:00+00,10,,,,0
7727,2023/11/14 00:00:00+00,11,,,,0
7728,2023/11/14 00:00:00+00,12,,,,0
7729,2023/11/14 00:00:00+00,13,,,,0
7730,2023/11/14 00:00:00+00,14,,,,0
7731,2023/11/15 00:00:00+00,1,,,,0
7732,2023/11/15 00:00:00+00,2,,,,0
7733,2023/11/15 00:00:00+00,3,,,,0
7734,2023/11/15 00:00:00+00,4,,,,0
7735,2023/11/15 00:00:00+00,5,,,,0
7736,2023/11/15 00:00:00+00,6,,,,0
7737,2023/11/15 00:00:00+00,7,,,,0
7738,2023/11/15 00:00:00+00,8,,,,0
7739,2023/11/15 00:00:00+00,9,,,,0
7740,2023/11/15 00:00:00+00,10,,,,0
7741,2023/11/15 00:00:00+00,11,,,,0
7742,2023/11/15 00:00:00+00,12,,,,0
7743,2023/11/15 00:00:00+00,13,,,,0
7744,2023/11/15 00:00:00+00,14,,,,0
7745,2023/11/16 00:00:00+00,1,,,,0
7746,2023/11/16 00:00:00+00,2,,,,0
7747,2023/11/16 00:00:00+00,3,,,,0
7748,2023/11/16 00:00:00+00,4,,,,0
7749,2023/11/16 00:00:00+00,5,,,,0
7750,2023/11/16 00:00:00+00,6,,,,0
7751,2023/11/16 00:00:00+00,7,,,,0
7752,2023/11/16 00:00:00+00,8,,,,0
7753,2023/11/16 00:00:00+00,9,,,,0
7754,2023/11/16 00:00:00+00,10,,,,0
7755,2023/11/16 00:00:00+00,11,,,,0
7756,2023/11/16 00:00:00+00,12,,,,0
7757,2023/11/16 00:00:00+00,13,,,,0
7758,2023/11/16 00:00:00+00,14,,,,0
7759,2023/11/17 00:00:00+00,1,,,,0
7760,2023/11/17 00:00:00+00,2,,,,0
7761,2023/11/17 00:00:00+00,3,,,,0
7762,2023/11/17 00:00:00+00,4,,,,0
7763,2023/11/17 00:00:00+00,5,,,,0
7764,2023/11/17 00:00:00+00,6,,,,0
7765,2023/11/17 00:00:00+00,7,,,,0
7766,2023/11/17 00:00:00+00,8,,,,0
7767,2023/11/17 00:00:00+00,9,,,,0
7768,2023/11/17 00:00:00+00,10,,,,0
7769,2023/11/17 00:00:00+00,11,,,,0
7770,2023/11/17 00:00:00+00,12,,,,0
7771,2023/11/17 00:00:00+00,13,,,,0
7772,2023/11/17 00:00:00+00,14,,,,0
7773,2023/11/18 00:00:00+00,1,,,,0
7774,2023/11/18 00:00:00+00,2,,,,0
7775,2023/11/18 00:00:00+00,3,,,,0
7776,2023/11/18 00:00:00+00,4,,,,0
7777,2023/11/18 00:00:00+00,5,,,,0
7778,2023/11/18 00:00:00+00,6,,,,0
7779,2023/11/18 00:00:00+00,7,,,,0
7780,2023/11/18 00:00:00+00,8,,,,0
7781,2023/11/18 00:00:00+00,9,,,,0
7782,2023/11/18 00:00:00+00,10,,,,0
7783,2023/11/18 00:00:00+00,11,,,,0
7784,2023/11/18 00:00:00+00,12,,,,0
7785,2023/11/18 00:00:00+00,13,,,,0
7786,2023/11/18 00:00:00+00,14,,,,0
7787,2023/11/19 00:00:00+00,1,,,,0
7788,2023/11/19 00:00:00+00,2,,,,0
7789,2023/11/19 00:00:00+00,3,,,,0
7790,2023/11/19 00:00:00+00,4,,,,0
7791,2023/11/19 00:00:00+00,5,,,,0
7792,2023/11/19 00:00:00+00,6,,,,0
7793,2023/11/19 00:00:00+00,7,,,,0
7794,2023/11/19 00:00:00+00,8,,,,0
7795,2023/11/19 00:00:00+00,9,,,,0
7796,2023/11/19 00:00:00+00,10,,,,0
7797,2023/11/19 00:00:00+00,11,,,,0
7798,2023/11/19 00:00:00+00,12,,,,0
7799,2023/11/19 00:00:00+00,13,,,,0
7800,2023/11/19 00:00:00+00,14,,,,0
7801,2023/11/20 00:00:00+00,1,,,,0
7802,2023/11/20 00:00:00+00,2,,,,0
7803,2023/11/20 00:00:00+00,3,,,,0
7804,2023/11/20 00:00:00+00,4,,,,0
7805,2023/11/20 00:00:00+00,5,,,,0
7806,2023/11/20 00:00:00+00,6,,,,0
7807,2023/11/20 00:00:00+00,7,,,,0
7808,2023/11/20 00:00:00+00,8,,,,0
7809,2023/11/20 00:00:00+00,9,,,,0
7810,2023/11/20 00:00:00+00,10,,,,0
7811,2023/11/20 00:00:00+00,11,,,,0
7812,2023/11/20 00:00:00+00,12,,,,0
7813,2023/11/20 00:00:00+00,13,,,,0
7814,2023/11/20 00:00:00+00,14,,,,0
7815,2023/11/21 00:00:00+00,1,,,,0
7816,2023/11/21 00:00:00+00,2,,,,0
7817,2023/11/21 00:00:00+00,3,,,,0
7818,2023/11/21 00:00:00+00,4,,,,0
7819,2023/11/21 00:00:00+00,5,,,,0
7820,2023/11/21 00:00:00+00,6,,,,0
7821,2023/11/21 00:00:00+00,7,,,,0
7822,2023/11/21 00:00:00+00,8,,,,0
7823,2023/11/21 00:00:00+00,9,,,,0
7824,2023/11/21 00:00:00+00,10,,,,0
7825,2023/11/21 00:00:00+00,11,,,,0
7826,2023/11/21 00:00:00+00,12,,,,0
7827,2023/11/21 00:00:00+00,13,,,,0
7828,2023/11/21 00:00:00+00,14,,,,0
7829,2023/11/22 00:00:00+00,1,,,,0
7830,2023/11/22 00:00:00+00,2,,,,0
7831,2023/11/22 00:00:00+00,3,,,,0
7832,2023/11/22 00:00:00+00,4,,,,0
7833,2023/11/22 00:00:00+00,5,,,,0
7834,2023/11/22 00:00:00+00,6,,,,0
7835,2023/11/22 00:00:00+00,7,,,,0
7836,2023/11/22 00:00:00+00,8,,,,0
7837,2023/11/22 00:00:00+00,9,,,,0
7838,2023/11/22 00:00:00+00,10,,,,0
7839,2023/11/22 00:00:00+00,11,,,,0
7840,2023/11/22 00:00:00+00,12,,,,0
7841,2023/11/22 00:00:00+00,13,,,,0
7842,2023/11/22 00:00:00+00,14,,,,0
7843,2023/11/23 00:00:00+00,1,,,,0
7844,2023/11/23 00:00:00+00,2,,,,0
7845,2023/11/23 00:00:00+00,3,,,,0
7846,2023/11/23 00:00:00+00,4,,,,0
7847,2023/11/23 00:00:00+00,5,,,,0
7848,2023/11/23 00:00:00+00,6,,,,0
7849,2023/11/23 00:00:00+00,7,,,,0
7850,2023/11/23 00:00:00+00,8,,,,0
7851,2023/11/23 00:00:00+00,9,,,,0
7852,2023/11/23 00:00:00+00,10,,,,0
7853,2023/11/23 00:00:00+00,11,,,,0
7854,2023/11/23 00:00:00+00,12,,,,0
7855,2023/11/23 00:00:00+00,13,,,,0
7856,2023/11/23 00:00:00+00,14,,,,0
7857,2023/11/24 00:00:00+00,1,,,,0
7858,2023/11/24 00:00:00+00,2,,,,0
7859,2023/11/24 00:00:00+00,3,,,,0
7860,2023/11/24 00:00:00+00,4,,,,0
7861,2023/11/24 00:00:00+00,5,,,,0
7862,2023/11/24 00:00:00+00,6,,,,0
7863,2023/11/24 00:00:00+00,7,,,,0
7864,2023/11/24 00:00:00+00,8,,,,0
7865,2023/11/24 00:00:00+00,9,,,,0
7866,2023/11/24 00:00:00+00,10,,,,0
7867,2023/11/24 00:00:00+00,11,,,,0
7868,2023/11/24 00:00:00+00,12,,,,0
7869,2023/11/24 00:00:00+00,13,,,,0
7870,2023/11/24 00:00:00+00,14,,,,0
7871,2023/11/25 00:00:00+00,1,,,,0
7872,2023/11/25 00:00:00+00,2,,,,0
7873,2023/11/25 00:00:00+00,3,,,,0
7874,2023/11/25 00:00:00+00,4,,,,0
7875,2023/11/25 00:00:00+00,5,,,,0
7876,2023/11/25 00:00:00+00,6,,,,0
7877,2023/11/25 00:00:00+00,7,,,,0
7878,2023/11/25 00:00:00+00,8,,,,0
7879,2023/11/25 00:00:00+00,9,,,,0
7880,2023/11/25 00:00:00+00,10,,,,0
7881,2023/11/25 00:00:00+00,11,,,,0
7882,2023/11/25 00:00:00+00,12,,,,0
7883,2023/11/25 00:00:00+00,13,,,,0
7884,2023/11/25 00:00:00+00,14,,,,0
7885,2023/11/26 00:00:00+00,1,,,,0
7886,2023/11/26 00:00:00+00,2,,,,0
7887,2023/11/26 00:00:00+00,3,,,,0
7888,2023/11/26 00:00:00+00,4,,,,0
7889,2023/11/26 00:00:00+00,5,,,,0
7890,2023/11/26 00:00:00+00,6,,,,0
7891,2023/11/26 00:00:00+00,7,,,,0
7892,2023/11/26 00:00:00+00,8,,,,0
7893,2023/11/26 00:00:00+00,9,,,,0
7894,2023/11/26 00:00:00+00,10,,,,0
7895,2023/11/26 00:00:00+00,11,,,,0
7896,2023/11/26 00:00:00+00,12,,,,0
7897,2023/11/26 00:00:00+00,13,,,,0
7898,2023/11/26 00:00:00+00,14,,,,0
7899,2023/11/27 00:00:00+00,1,,,,0
7900,2023/11/27 00:00:00+00,2,,,,0
7901,2023/11/27 00:00:00+00,3,,,,0
7902,2023/11/27 00:00:00+00,4,,,,0
7903,2023/11/27 00:00:00+00,5,,,,0
7904,2023/11/27 00:00:00+00,6,,,,0
7905,2023/11/27 00:00:00+00,7,,,,0
7906,2023/11/27 00:00:00+00,8,,,,0
7907,2023/11/27 00:00:00+00,9,,,,0
7908,2023/11/27 00:00:00+00,10,,,,0
7909,2023/11/27 00:00:00+00,11,,,,0
7910,2023/11/27 00:00:00+00,12,,,,0
7911,2023/11/27 00:00:00+00,13,,,,0
7912,2023/11/27 00:00:00+00,14,,,,0
7913,2023/11/28 00:00:00+00,1,,,,0
7914,2023/11/28 00:00:00+00,2,,,,0
7915,2023/11/28 00:00:00+00,3,,,,0
7916,2023/11/28 00:00:00+00,4,,,,0
7917,2023/11/28 00:00:00+00,5,,,,0
7918,2023/11/28 00:00:00+00,6,,,,0
7919,2023/11/28 00:00:00+00,7,,,,0
7920,2023/11/28 00:00:00+00,8,,,,0
7921,2023/11/28 00:00:00+00,9,,,,0
7922,2023/11/28 00:00:00+00,10,,,,0
7923,2023/11/28 00:00:00+00,11,,,,0
7924,2023/11/28 00:00:00+00,12,,,,0
7925,2023/11/28 00:00:00+00,13,,,,0
7926,2023/11/28 00:00:00+00,14,,,,0
7927,2023/11/29 00:00:00+00,1,,,,0
7928,2023/11/29 00:00:00+00,2,,,,0
7929,2023/11/29 00:00:00+00,3,,,,0
7930,2023/11/29 00:00:00+00,4,,,,0
7931,2023/11/29 00:00:00+00,5,,,,0
7932,2023/11/29 00:00:00+00,6,,,,0
7933,2023/11/29 00:00:00+00,7,,,,0
7934,2023/11/29 00:00:00+00,8,,,,0
7935,2023/11/29 00:00:00+00,9,,,,0
7936,2023/11/29 00:00:00+00,10,,,,0
7937,2023/11/29 00:00:00+00,11,,,,0
7938,2023/11/29 00:00:00+00,12,,,,0
7939,2023/11/29 00:00:00+00,13,,,,0
7940,2023/11/29 00:00:00+00,14,,,,0
7941,2023/11/30 00:00:00+00,1,,,,0
7942,2023/11/30 00:00:00+00,2,,,,0
7943,2023/11/30 00:00:00+00,3,,,,0
7944,2023/11/30 00:00:00+00,4,,,,0
7945,2023/11/30 00:00:00+00,5,,,,0
7946,2023/11/30 00:00:00+00,6,,,,0
7947,2023/11/30 00:00:00+00,7,,,,0
7948,2023/11/30 00:00:00+00,8,,,,0
7949,2023/11/30 00:00:00+00,9,,,,0
7950,2023/11/30 00:00:00+00,10,,,,0
7951,2023/11/30 00:00:00+00,11,,,,0
7952,2023/11/30 00:00:00+00,12,,,,0
7953,2023/11/30 00:00:00+00,13,,,,0
7954,2023/11/30 00:00:00+00,14,,,,0
7955,2023/12/01 00:00:00+00,1,,,,0
7956,2023/12/01 00:00:00+00,2,,,,0
7957,2023/12/01 00:00:00+00,3,,,,0
7958,2023/12/01 00:00:00+00,4,,,,0
7959,2023/12/01 00:00:00+00,5,,,,0
7960,2023/12/01 00:00:00+00,6,,,,0
7961,2023/12/01 00:00:00+00,7,,,,0
7962,2023/12/01 00:00:00+00,8,,,,0
7963,2023/12/01 00:00:00+00,9,,,,0
7964,2023/12/01 00:00:00+00,10,,,,0
7965,2023/12/01 00:00:00+00,11,,,,0
7966,2023/12/01 00:00:00+00,12,,,,0
7967,2023/12/01 00:00:00+00,13,,,,0
7968,2023/12/01 00:00:00+00,14,,,,0
7969,2023/12/02 00:00:00+00,1,,,,0
7970,2023/12/02 00:00:00+00,2,,,,0
7971,2023/12/02 00:00:00+00,3,,,,0
7972,2023/12/02 00:00:00+00,4,,,,0
7973,2023/12/02 00:00:00+00,5,,,,0
7974,2023/12/02 00:00:00+00,6,,,,0
7975,2023/12/02 00:00:00+00,7,,,,0
7976,2023/12/02 00:00:00+00,8,,,,0
7977,2023/12/02 00:00:00+00,9,,,,0
7978,2023/12/02 00:00:00+00,10,,,,0
7979,2023/12/02 00:00:00+00,11,,,,0
7980,2023/12/02 00:00:00+00,12,,,,0
7981,2023/12/02 00:00:00+00,13,,,,0
7982,2023/12/02 00:00:00+00,14,,,,0
7983,2023/12/03 00:00:00+00,1,,,,0
7984,2023/12/03 00:00:00+00,2,,,,0
7985,2023/12/03 00:00:00+00,3,,,,0
7986,2023/12/03 00:00:00+00,4,,,,0
7987,2023/12/03 00:00:00+00,5,,,,0
7988,2023/12/03 00:00:00+00,6,,,,0
7989,2023/12/03 00:00:00+00,7,,,,0
7990,2023/12/03 00:00:00+00,8,,,,0
7991,2023/12/03 00:00:00+00,9,,,,0
7992,2023/12/03 00:00:00+00,10,,,,0
7993,2023/12/03 00:00:00+00,11,,,,0
7994,2023/12/03 00:00:00+00,12,,,,0
7995,2023/12/03 00:00:00+00,13,,,,0
7996,2023/12/03 00:00:00+00,14,,,,0
7997,2023/12/04 00:00:00+00,1,,,,0
7998,2023/12/04 00:00:00+00,2,,,,0
7999,2023/12/04 00:00:00+00,3,,,,0
8000,2023/12/04 00:00:00+00,4,,,,0
8001,2023/12/04 00:00:00+00,5,,,,0
8002,2023/12/04 00:00:00+00,6,,,,0
8003,2023/12/04 00:00:00+00,7,,,,0
8004,2023/12/04 00:00:00+00,8,,,,0
8005,2023/12/04 00:00:00+00,9,,,,0
8006,2023/12/04 00:00:00+00,10,,,,0
8007,2023/12/04 00:00:00+00,11,,,,0
8008,2023/12/04 00:00:00+00,12,,,,0
8009,2023/12/04 00:00:00+00,13,,,,0
8010,2023/12/04 00:00:00+00,14,,,,0
8011,2023/12/05 00:00:00+00,1,,,,0
8012,2023/12/05 00:00:00+00,2,,,,0
8013,2023/12/05 00:00:00+00,3,,,,0
8014,2023/12/05 00:00:00+00,4,,,,0
8015,2023/12/05 00:00:00+00,5,,,,0
8016,2023/12/05 00:00:00+00,6,,,,0
8017,2023/12/05 00:00:00+00,7,,,,0
8018,2023/12/05 00:00:00+00,8,,,,0
8019,2023/12/05 00:00:00+00,9,,,,0
8020,2023/12/05 00:00:00+00,10,,,,0
8021,2023/12/05 00:00:00+00,11,,,,0
8022,2023/12/05 00:00:00+00,12,,,,0
8023,2023/12/05 00:00:00+00,13,,,,0
8024,2023/12/05 00:00:00+00,14,,,,0
8025,2023/12/06 00:00:00+00,1,,,,0
8026,2023/12/06 00:00:00+00,2,,,,0
8027,2023/12/06 00:00:00+00,3,,,,0
8028,2023/12/06 00:00:00+00,4,,,,0
8029,2023/12/06 00:00:00+00,5,,,,0
8030,2023/12/06 00:00:00+00,6,,,,0
8031,2023/12/06 00:00:00+00,7,,,,0
8032,2023/12/06 00:00:00+00,8,,,,0
8033,2023/12/06 00:00:00+00,9,,,,0
8034,2023/12/06 00:00:00+00,10,,,,0
8035,2023/12/06 00:00:00+00,11,,,,0
8036,2023/12/06 00:00:00+00,12,,,,0
8037,2023/12/06 00:00:00+00,13,,,,0
8038,2023/12/06 00:00:00+00,14,,,,0
8039,2023/12/07 00:00:00+00,1,,,,0
8040,2023/12/07 00:00:00+00,2,,,,0
8041,2023/12/07 00:00:00+00,3,,,,0
8042,2023/12/07 00:00:00+00,4,,,,0
8043,2023/12/07 00:00:00+00,5,,,,0
8044,2023/12/07 00:00:00+00,6,,,,0
8045,2023/12/07 00:00:00+00,7,,,,0
8046,2023/12/07 00:00:00+00,8,,,,0
8047,2023/12/07 00:00:00+00,9,,,,0
8048,2023/12/07 00:00:00+00,10,,,,0
8049,2023/12/07 00:00:00+00,11,,,,0
8050,2023/12/07 00:00:00+00,12,,,,0
8051,2023/12/07 00:00:00+00,13,,,,0
8052,2023/12/07 00:00:00+00,14,,,,0
8053,2023/12/08 00:00:00+00,1,,,,0
8054,2023/12/08 00:00:00+00,2,,,,0
8055,2023/12/08 00:00:00+00,3,,,,0
8056,2023/12/08 00:00:00+00,4,,,,0
8057,2023/12/08 00:00:00+00,5,,,,0
8058,2023/12/08 00:00:00+00,6,,,,0
8059,2023/12/08 00:00:00+00,7,,,,0
8060,2023/12/08 00:00:00+00,8,,,,0
8061,2023/12/08 00:00:00+00,9,,,,0
8062,2023/12/08 00:00:00+00,10,,,,0
8063,2023/12/08 00:00:00+00,11,,,,0
8064,2023/12/08 00:00:00+00,12,,,,0
8065,2023/12/08 00:00:00+00,13,,,,0
8066,2023/12/08 00:00:00+00,14,,,,0
8067,2023/12/09 00:00:00+00,1,,,,0
8068,2023/12/09 00:00:00+00,2,,,,0
8069,2023/12/09 00:00:00+00,3,,,,0
8070,2023/12/09 00:00:00+00,4,,,,0
8071,2023/12/09 00:00:00+00,5,,,,0
8072,2023/12/09 00:00:00+00,6,,,,0
8073,2023/12/09 00:00:00+00,7,,,,0
8074,2023/12/09 00:00:00+00,8,,,,0
8075,2023/12/09 00:00:00+00,9,,,,0
8076,2023/12/09 00:00:00+00,10,,,,0
8077,2023/12/09 00:00:00+00,11,,,,0
8078,2023/12/09 00:00:00+00,12,,,,0
8079,2023/12/09 00:00:00+00,13,,,,0
8080,2023/12/09 00:00:00+00,14,,,,0
8081,2023/12/10 00:00:00+00,1,,,,0
8082,2023/12/10 00:00:00+00,2,,,,0
8083,2023/12/10 00:00:00+00,3,,,,0
8084,2023/12/10 00:00:00+00,4,,,,0
8085,2023/12/10 00:00:00+00,5,,,,0
8086,2023/12/10 00:00:00+00,6,,,,0
8087,2023/12/10 00:00:00+00,7,,,,0
8088,2023/12/10 00:00:00+00,8,,,,0
8089,2023/12/10 00:00:00+00,9,,,,0
8090,2023/12/10 00:00:00+00,10,,,,0
8091,2023/12/10 00:00:00+00,11,,,,0
8092,2023/12/10 00:00:00+00,12,,,,0
8093,2023/12/10 00:00:00+00,13,,,,0
8094,2023/12/10 00:00:00+00,14,,,,0
8095,2023/12/11 00:00:00+00,1,,,,0
8096,2023/12/11 00:00:00+00,2,,,,0
8097,2023/12/11 00:00:00+00,3,,,,0
8098,2023/12/11 00:00:00+00,4,,,,0
8099,2023/12/11 00:00:00+00,5,,,,0
8100,2023/12/11 00:00:00+00,6,,,,0
8101,2023/12/11 00:00:00+00,7,,,,0
8102,2023/12/11 00:00:00+00,8,,,,0
8103,2023/12/11 00:00:00+00,9,,,,0
8104,2023/12/11 00:00:00+00,10,,,,0
8105,2023/12/11 00:00:00+00,11,,,,0
8106,2023/12/11 00:00:00+00,12,,,,0
8107,2023/12/11 00:00:00+00,13,,,,0
8108,2023/12/11 00:00:00+00,14,,,,0
8109,2023/12/12 00:00:00+00,1,,,,0
8110,2023/12/12 00:00:00+00,2,,,,0
8111,2023/12/12 00:00:00+00,3,,,,0
8112,2023/12/12 00:00:00+00,4,,,,0
8113,2023/12/12 00:00:00+00,5,,,,0
8114,2023/12/12 00:00:00+00,6,,,,0
8115,2023/12/12 00:00:00+00,7,,,,0
8116,2023/12/12 00:00:00+00,8,,,,0
8117,2023/12/12 00:00:00+00,9,,,,0
8118,2023/12/12 00:00:00+00,10,,,,0
8119,2023/12/12 00:00:00+00,11,,,,0
8120,2023/12/12 00:00:00+00,12,,,,0
8121,2023/12/12 00:00:00+00,13,,,,0
8122,2023/12/12 00:00:00+00,14,,,,0
8123,2023/12/13 00:00:00+00,1,,,,0
8124,2023/12/13 00:00:00+00,2,,,,0
8125,2023/12/13 00:00:00+00,3,,,,0
8126,2023/12/13 00:00:00+00,4,,,,0
8127,2023/12/13 00:00:00+00,5,,,,0
8128,2023/12/13 00:00:00+00,6,,,,0
8129,2023/12/13 00:00:00+00,7,,,,0
8130,2023/12/13 00:00:00+00,8,,,,0
8131,2023/12/13 00:00:00+00,9,,,,0
8132,2023/12/13 00:00:00+00,10,,,,0
8133,2023/12/13 00:00:00+00,11,,,,0
8134,2023/12/13 00:00:00+00,12,,,,0
8135,2023/12/13 00:00:00+00,13,,,,0
8136,2023/12/13 00:00:00+00,14,,,,0
8137,2023/12/14 00:00:00+00,1,,,,0
8138,2023/12/14 00:00:00+00,2,,,,0
8139,2023/12/14 00:00:00+00,3,,,,0
8140,2023/12/14 00:00:00+00,4,,,,0
8141,2023/12/14 00:00:00+00,5,,,,0
8142,2023/12/14 00:00:00+00,6,,,,0
8143,2023/12/14 00:00:00+00,7,,,,0
8144,2023/12/14 00:00:00+00,8,,,,0
8145,2023/12/14 00:00:00+00,9,,,,0
8146,2023/12/14 00:00:00+00,10,,,,0
8147,2023/12/14 00:00:00+00,11,,,,0
8148,2023/12/14 00:00:00+00,12,,,,0
8149,2023/12/14 00:00:00+00,13,,,,0
8150,2023/12/14 00:00:00+00,14,,,,0
8151,2023/12/15 00:00:00+00,1,,,,0
8152,2023/12/15 00:00:00+00,2,,,,0
8153,2023/12/15 00:00:00+00,3,,,,0
8154,2023/12/15 00:00:00+00,4,,,,0
8155,2023/12/15 00:00:00+00,5,,,,0
8156,2023/12/15 00:00:00+00,6,,,,0
8157,2023/12/15 00:00:00+00,7,,,,0
8158,2023/12/15 00:00:00+00,8,,,,0
8159,2023/12/15 00:00:00+00,9,,,,0
8160,2023/12/15 00:00:00+00,10,,,,0
8161,2023/12/15 00:00:00+00,11,,,,0
8162,2023/12/15 00:00:00+00,12,,,,0
8163,2023/12/15 00:00:00+00,13,,,,0
8164,2023/12/15 00:00:00+00,14,,,,0
8165,2023/12/16 00:00:00+00,1,,,,0
8166,2023/12/16 00:00:00+00,2,,,,0
8167,2023/12/16 00:00:00+00,3,,,,0
8168,2023/12/16 00:00:00+00,4,,,,0
8169,2023/12/16 00:00:00+00,5,,,,0
8170,2023/12/16 00:00:00+00,6,,,,0
8171,2023/12/16 00:00:00+00,7,,,,0
8172,2023/12/16 00:00:00+00,8,,,,0
8173,2023/12/16 00:00:00+00,9,,,,0
8174,2023/12/16 00:00:00+00,10,,,,0
8175,2023/12/16 00:00:00+00,11,,,,0
8176,2023/12/16 00:00:00+00,12,,,,0
8177,2023/12/16 00:00:00+00,13,,,,0
8178,2023/12/16 00:00:00+00,14,,,,0
8179,2023/12/17 00:00:00+00,1,,,,0
8180,2023/12/17 00:00:00+00,2,,,,0
8181,2023/12/17 00:00:00+00,3,,,,0
8182,2023/12/17 00:00:00+00,4,,,,0
8183,2023/12/17 00:00:00+00,5,,,,0
8184,2023/12/17 00:00:00+00,6,,,,0
8185,2023/12/17 00:00:00+00,7,,,,0
8186,2023/12/17 00:00:00+00,8,,,,0
8187,2023/12/17 00:00:00+00,9,,,,0
8188,2023/12/17 00:00:00+00,10,,,,0
8189,2023/12/17 00:00:00+00,11,,,,0
8190,2023/12/17 00:00:00+00,12,,,,0
8191,2023/12/17 00:00:00+00,13,,,,0
8192,2023/12/17 00:00:00+00,14,,,,0
8193,2023/12/18 00:00:00+00,1,,,,0
8194,2023/12/18 00:00:00+00,2,,,,0
8195,2023/12/18 00:00:00+00,3,,,,0
8196,2023/12/18 00:00:00+00,4,,,,0
8197,2023/12/18 00:00:00+00,5,,,,0
8198,2023/12/18 00:00:00+00,6,,,,0
8199,2023/12/18 00:00:00+00,7,,,,0
8200,2023/12/18 00:00:00+00,8,,,,0
8201,2023/12/18 00:00:00+00,9,,,,0
8202,2023/12/18 00:00:00+00,10,,,,0
8203,2023/12/18 00:00:00+00,11,,,,0
8204,2023/12/18 00:00:00+00,12,,,,0
8205,2023/12/18 00:00:00+00,13,,,,0
8206,2023/12/18 00:00:00+00,14,,,,0
8207,2023/12/19 00:00:00+00,1,,,,0
8208,2023/12/19 00:00:00+00,2,,,,0
8209,2023/12/19 00:00:00+00,3,,,,0
8210,2023/12/19 00:00:00+00,4,,,,0
8211,2023/12/19 00:00:00+00,5,,,,0
8212,2023/12/19 00:00:00+00,6,,,,0
8213,2023/12/19 00:00:00+00,7,,,,0
8214,2023/12/19 00:00:00+00,8,,,,0
8215,2023/12/19 00:00:00+00,9,,,,0
8216,2023/12/19 00:00:00+00,10,,,,0
8217,2023/12/19 00:00:00+00,11,,,,0
8218,2023/12/19 00:00:00+00,12,,,,0
8219,2023/12/19 00:00:00+00,13,,,,0
8220,2023/12/19 00:00:00+00,14,,,,0
8221,2023/12/20 00:00:00+00,1,,,,0
8222,2023/12/20 00:00:00+00,2,,,,0
8223,2023/12/20 00:00:00+00,3,,,,0
8224,2023/12/20 00:00:00+00,4,,,,0
8225,2023/12/20 00:00:00+00,5,,,,0
8226,2023/12/20 00:00:00+00,6,,,,0
8227,2023/12/20 00:00:00+00,7,,,,0
8228,2023/12/20 00:00:00+00,8,,,,0
8229,2023/12/20 00:00:00+00,9,,,,0
8230,2023/12/20 00:00:00+00,10,,,,0
8231,2023/12/20 00:00:00+00,11,,,,0
8232,2023/12/20 00:00:00+00,12,,,,0
8233,2023/12/20 00:00:00+00,13,,,,0
8234,2023/12/20 00:00:00+00,14,,,,0
8235,2023/12/21 00:00:00+00,1,,,,0
8236,2023/12/21 00:00:00+00,2,,,,0
8237,2023/12/21 00:00:00+00,3,,,,0
8238,2023/12/21 00:00:00+00,4,,,,0
8239,2023/12/21 00:00:00+00,5,,,,0
8240,2023/12/21 00:00:00+00,6,,,,0
8241,2023/12/21 00:00:00+00,7,,,,0
8242,2023/12/21 00:00:00+00,8,,,,0
8243,2023/12/21 00:00:00+00,9,,,,0
8244,2023/12/21 00:00:00+00,10,,,,0
8245,2023/12/21 00:00:00+00,11,,,,0
8246,2023/12/21 00:00:00+00,12,,,,0
8247,2023/12/21 00:00:00+00,13,,,,0
8248,2023/12/21 00:00:00+00,14,,,,0
8249,2023/12/22 00:00:00+00,1,,,,0
8250,2023/12/22 00:00:00+00,2,,,,0
8251,2023/12/22 00:00:00+00,3,,,,0
8252,2023/12/22 00:00:00+00,4,,,,0
8253,2023/12/22 00:00:00+00,5,,,,0
